Italy, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 10/05/2022
Year    Age        ASFR
1954     12-    0.00000
1954     13     0.00015
1954     14     0.00056
1954     15     0.00202
1954     16     0.00550
1954     17     0.01267
1954     18     0.02457
1954     19     0.04127
1954     20     0.06324
1954     21     0.08524
1954     22     0.10659
1954     23     0.12690
1954     24     0.13870
1954     25     0.14309
1954     26     0.14977
1954     27     0.14705
1954     28     0.14170
1954     29     0.13507
1954     30     0.12968
1954     31     0.11868
1954     32     0.10990
1954     33     0.10244
1954     34     0.09357
1954     35     0.08800
1954     36     0.07833
1954     37     0.06919
1954     38     0.06126
1954     39     0.05166
1954     40     0.04209
1954     41     0.03420
1954     42     0.02523
1954     43     0.01741
1954     44     0.01095
1954     45     0.00603
1954     46     0.00293
1954     47     0.00122
1954     48     0.00052
1954     49     0.00020
1954     50     0.00008
1954     51     0.00004
1954     52     0.00002
1954     53     0.00001
1954     54     0.00000
1954     55+    0.00000
1955     12-    0.00000
1955     13     0.00014
1955     14     0.00059
1955     15     0.00215
1955     16     0.00576
1955     17     0.01299
1955     18     0.02500
1955     19     0.04170
1955     20     0.06357
1955     21     0.08631
1955     22     0.10944
1955     23     0.12410
1955     24     0.13900
1955     25     0.14626
1955     26     0.14643
1955     27     0.14707
1955     28     0.14393
1955     29     0.13408
1955     30     0.12826
1955     31     0.11862
1955     32     0.10929
1955     33     0.09918
1955     34     0.09237
1955     35     0.08315
1955     36     0.07832
1955     37     0.06761
1955     38     0.05866
1955     39     0.05077
1955     40     0.04111
1955     41     0.03251
1955     42     0.02422
1955     43     0.01633
1955     44     0.01007
1955     45     0.00581
1955     46     0.00264
1955     47     0.00112
1955     48     0.00039
1955     49     0.00020
1955     50     0.00009
1955     51     0.00004
1955     52     0.00002
1955     53     0.00001
1955     54     0.00000
1955     55+    0.00000
1956     12-    0.00000
1956     13     0.00020
1956     14     0.00061
1956     15     0.00234
1956     16     0.00623
1956     17     0.01330
1956     18     0.02529
1956     19     0.04254
1956     20     0.06481
1956     21     0.08856
1956     22     0.11212
1956     23     0.12928
1956     24     0.14076
1956     25     0.14958
1956     26     0.15134
1956     27     0.14479
1956     28     0.14235
1956     29     0.13498
1956     30     0.12834
1956     31     0.11677
1956     32     0.11011
1956     33     0.09862
1956     34     0.08940
1956     35     0.08246
1956     36     0.07395
1956     37     0.06678
1956     38     0.05758
1956     39     0.04850
1956     40     0.04063
1956     41     0.03070
1956     42     0.02369
1956     43     0.01593
1956     44     0.00967
1956     45     0.00546
1956     46     0.00274
1956     47     0.00115
1956     48     0.00042
1956     49     0.00017
1956     50     0.00005
1956     51     0.00003
1956     52     0.00001
1956     53     0.00001
1956     54     0.00000
1956     55+    0.00000
1957     12-    0.00000
1957     13     0.00019
1957     14     0.00063
1957     15     0.00247
1957     16     0.00605
1957     17     0.01360
1957     18     0.02532
1957     19     0.04163
1957     20     0.06334
1957     21     0.08859
1957     22     0.11259
1957     23     0.13108
1957     24     0.14333
1957     25     0.15078
1957     26     0.15241
1957     27     0.14908
1957     28     0.14162
1957     29     0.13668
1957     30     0.12825
1957     31     0.11861
1957     32     0.10851
1957     33     0.10007
1957     34     0.08956
1957     35     0.07990
1957     36     0.07263
1957     37     0.06344
1957     38     0.05694
1957     39     0.04791
1957     40     0.03820
1957     41     0.03014
1957     42     0.02213
1957     43     0.01526
1957     44     0.00928
1957     45     0.00520
1957     46     0.00235
1957     47     0.00110
1957     48     0.00040
1957     49     0.00019
1957     50     0.00021
1957     51     0.00014
1957     52     0.00006
1957     53     0.00002
1957     54     0.00000
1957     55+    0.00000
1958     12-    0.00000
1958     13     0.00022
1958     14     0.00064
1958     15     0.00207
1958     16     0.00603
1958     17     0.01312
1958     18     0.02464
1958     19     0.04133
1958     20     0.06180
1958     21     0.08529
1958     22     0.11175
1958     23     0.13147
1958     24     0.14613
1958     25     0.15094
1958     26     0.15254
1958     27     0.15165
1958     28     0.14670
1958     29     0.13387
1958     30     0.12831
1958     31     0.11753
1958     32     0.10848
1958     33     0.09779
1958     34     0.08949
1958     35     0.07864
1958     36     0.06975
1958     37     0.06181
1958     38     0.05270
1958     39     0.04639
1958     40     0.03767
1958     41     0.02882
1958     42     0.02118
1958     43     0.01405
1958     44     0.00855
1958     45     0.00487
1958     46     0.00224
1958     47     0.00105
1958     48     0.00039
1958     49     0.00015
1958     50     0.00005
1958     51     0.00003
1958     52     0.00001
1958     53     0.00001
1958     54     0.00000
1958     55+    0.00000
1959     12-    0.00000
1959     13     0.00017
1959     14     0.00070
1959     15     0.00257
1959     16     0.00656
1959     17     0.01435
1959     18     0.02587
1959     19     0.04397
1959     20     0.06555
1959     21     0.08892
1959     22     0.11513
1959     23     0.13616
1959     24     0.15176
1959     25     0.15996
1959     26     0.16053
1959     27     0.15606
1959     28     0.15116
1959     29     0.14248
1959     30     0.13067
1959     31     0.12132
1959     32     0.11119
1959     33     0.09873
1959     34     0.09001
1959     35     0.08125
1959     36     0.07095
1959     37     0.06163
1959     38     0.05455
1959     39     0.04557
1959     40     0.03823
1959     41     0.02896
1959     42     0.02059
1959     43     0.01400
1959     44     0.00864
1959     45     0.00473
1959     46     0.00237
1959     47     0.00104
1959     48     0.00040
1959     49     0.00024
1959     50     0.00015
1959     51     0.00008
1959     52     0.00003
1959     53     0.00001
1959     54     0.00000
1959     55+    0.00000
1960     12-    0.00000
1960     13     0.00021
1960     14     0.00071
1960     15     0.00284
1960     16     0.00719
1960     17     0.01494
1960     18     0.02690
1960     19     0.04486
1960     20     0.06753
1960     21     0.09148
1960     22     0.11658
1960     23     0.13661
1960     24     0.15422
1960     25     0.16196
1960     26     0.16574
1960     27     0.16008
1960     28     0.15208
1960     29     0.14692
1960     30     0.13517
1960     31     0.12066
1960     32     0.11243
1960     33     0.10104
1960     34     0.08996
1960     35     0.08154
1960     36     0.07102
1960     37     0.06099
1960     38     0.05265
1960     39     0.04493
1960     40     0.03666
1960     41     0.02935
1960     42     0.02109
1960     43     0.01395
1960     44     0.00832
1960     45     0.00483
1960     46     0.00237
1960     47     0.00116
1960     48     0.00052
1960     49     0.00026
1960     50     0.00017
1960     51     0.00009
1960     52     0.00004
1960     53     0.00002
1960     54     0.00000
1960     55+    0.00000
1961     12-    0.00001
1961     13     0.00030
1961     14     0.00072
1961     15     0.00282
1961     16     0.00792
1961     17     0.01604
1961     18     0.02878
1961     19     0.04412
1961     20     0.06834
1961     21     0.09447
1961     22     0.11685
1961     23     0.13892
1961     24     0.15464
1961     25     0.16474
1961     26     0.16675
1961     27     0.16191
1961     28     0.15480
1961     29     0.14225
1961     30     0.13820
1961     31     0.12515
1961     32     0.10953
1961     33     0.10041
1961     34     0.09043
1961     35     0.08058
1961     36     0.07011
1961     37     0.06146
1961     38     0.05044
1961     39     0.04187
1961     40     0.03529
1961     41     0.02604
1961     42     0.02042
1961     43     0.01371
1961     44     0.00822
1961     45     0.00439
1961     46     0.00213
1961     47     0.00102
1961     48     0.00051
1961     49     0.00025
1961     50     0.00018
1961     51     0.00010
1961     52     0.00004
1961     53     0.00002
1961     54     0.00000
1961     55+    0.00000
1962     12-    0.00000
1962     13     0.00009
1962     14     0.00054
1962     15     0.00209
1962     16     0.00795
1962     17     0.01683
1962     18     0.02959
1962     19     0.04702
1962     20     0.06956
1962     21     0.09581
1962     22     0.12170
1962     23     0.14291
1962     24     0.15853
1962     25     0.16559
1962     26     0.16950
1962     27     0.16679
1962     28     0.15852
1962     29     0.14830
1962     30     0.13828
1962     31     0.13041
1962     32     0.11709
1962     33     0.10077
1962     34     0.09318
1962     35     0.08104
1962     36     0.07095
1962     37     0.06219
1962     38     0.05281
1962     39     0.04287
1962     40     0.03418
1962     41     0.02673
1962     42     0.01995
1962     43     0.01359
1962     44     0.00829
1962     45     0.00455
1962     46     0.00220
1962     47     0.00098
1962     48     0.00037
1962     49     0.00023
1962     50     0.00017
1962     51     0.00010
1962     52     0.00004
1962     53     0.00002
1962     54     0.00000
1962     55+    0.00000
1963     12-    0.00001
1963     13     0.00032
1963     14     0.00095
1963     15     0.00342
1963     16     0.00872
1963     17     0.01810
1963     18     0.03290
1963     19     0.05138
1963     20     0.07642
1963     21     0.10097
1963     22     0.12736
1963     23     0.15097
1963     24     0.16417
1963     25     0.17598
1963     26     0.17472
1963     27     0.17184
1963     28     0.16484
1963     29     0.15435
1963     30     0.14412
1963     31     0.12830
1963     32     0.11962
1963     33     0.10536
1963     34     0.09249
1963     35     0.08427
1963     36     0.07170
1963     37     0.06203
1963     38     0.05195
1963     39     0.04313
1963     40     0.03448
1963     41     0.02556
1963     42     0.01876
1963     43     0.01253
1963     44     0.00787
1963     45     0.00396
1963     46     0.00190
1963     47     0.00083
1963     48     0.00036
1963     49     0.00022
1963     50     0.00010
1963     51     0.00005
1963     52     0.00002
1963     53     0.00001
1963     54     0.00000
1963     55+    0.00000
1964     12-    0.00000
1964     13     0.00017
1964     14     0.00068
1964     15     0.00293
1964     16     0.01080
1964     17     0.02131
1964     18     0.03686
1964     19     0.05807
1964     20     0.08565
1964     21     0.11283
1964     22     0.13595
1964     23     0.15970
1964     24     0.17599
1964     25     0.18498
1964     26     0.18425
1964     27     0.17803
1964     28     0.17071
1964     29     0.16099
1964     30     0.15138
1964     31     0.13819
1964     32     0.12428
1964     33     0.11124
1964     34     0.09931
1964     35     0.08661
1964     36     0.07647
1964     37     0.06507
1964     38     0.05398
1964     39     0.04499
1964     40     0.03610
1964     41     0.02696
1964     42     0.01895
1964     43     0.01244
1964     44     0.00771
1964     45     0.00443
1964     46     0.00224
1964     47     0.00086
1964     48     0.00029
1964     49     0.00016
1964     50     0.00014
1964     51     0.00009
1964     52     0.00004
1964     53     0.00002
1964     54     0.00000
1964     55+    0.00000
1965     12-    0.00001
1965     13     0.00025
1965     14     0.00082
1965     15     0.00336
1965     16     0.01078
1965     17     0.02069
1965     18     0.03884
1965     19     0.05961
1965     20     0.08697
1965     21     0.11577
1965     22     0.14205
1965     23     0.15953
1965     24     0.17368
1965     25     0.18170
1965     26     0.18223
1965     27     0.17581
1965     28     0.16627
1965     29     0.15357
1965     30     0.14653
1965     31     0.13329
1965     32     0.12134
1965     33     0.10738
1965     34     0.09698
1965     35     0.08534
1965     36     0.07335
1965     37     0.06301
1965     38     0.05237
1965     39     0.04349
1965     40     0.03459
1965     41     0.02578
1965     42     0.01826
1965     43     0.01250
1965     44     0.00738
1965     45     0.00434
1965     46     0.00237
1965     47     0.00120
1965     48     0.00052
1965     49     0.00040
1965     50     0.00015
1965     51     0.00007
1965     52     0.00003
1965     53     0.00001
1965     54     0.00000
1965     55+    0.00000
1966     12-    0.00000
1966     13     0.00020
1966     14     0.00084
1966     15     0.00318
1966     16     0.00994
1966     17     0.02028
1966     18     0.03708
1966     19     0.06003
1966     20     0.08746
1966     21     0.11314
1966     22     0.14236
1966     23     0.16137
1966     24     0.17067
1966     25     0.17745
1966     26     0.17878
1966     27     0.16994
1966     28     0.16243
1966     29     0.14925
1966     30     0.14276
1966     31     0.13011
1966     32     0.11851
1966     33     0.10702
1966     34     0.09547
1966     35     0.08499
1966     36     0.07392
1966     37     0.06167
1966     38     0.05298
1966     39     0.04285
1966     40     0.03388
1966     41     0.02501
1966     42     0.01778
1966     43     0.01192
1966     44     0.00731
1966     45     0.00444
1966     46     0.00212
1966     47     0.00118
1966     48     0.00055
1966     49     0.00044
1966     50     0.00007
1966     51     0.00003
1966     52     0.00001
1966     53     0.00001
1966     54     0.00000
1966     55+    0.00000
1967     12-    0.00000
1967     13     0.00022
1967     14     0.00086
1967     15     0.00289
1967     16     0.00972
1967     17     0.01987
1967     18     0.03556
1967     19     0.05894
1967     20     0.08989
1967     21     0.11451
1967     22     0.13870
1967     23     0.15937
1967     24     0.16968
1967     25     0.17082
1967     26     0.17358
1967     27     0.16555
1967     28     0.15493
1967     29     0.14595
1967     30     0.13589
1967     31     0.12175
1967     32     0.11152
1967     33     0.10165
1967     34     0.09036
1967     35     0.07831
1967     36     0.06990
1967     37     0.05892
1967     38     0.04850
1967     39     0.03981
1967     40     0.03199
1967     41     0.02375
1967     42     0.01673
1967     43     0.01136
1967     44     0.00651
1967     45     0.00366
1967     46     0.00187
1967     47     0.00083
1967     48     0.00027
1967     49     0.00026
1967     50     0.00014
1967     51     0.00007
1967     52     0.00003
1967     53     0.00001
1967     54     0.00000
1967     55+    0.00000
1968     12-    0.00001
1968     13     0.00036
1968     14     0.00119
1968     15     0.00392
1968     16     0.00982
1968     17     0.02098
1968     18     0.03608
1968     19     0.05801
1968     20     0.08740
1968     21     0.11785
1968     22     0.14225
1968     23     0.15596
1968     24     0.16750
1968     25     0.17162
1968     26     0.16902
1968     27     0.16402
1968     28     0.15270
1968     29     0.14076
1968     30     0.13270
1968     31     0.11759
1968     32     0.10664
1968     33     0.09688
1968     34     0.08777
1968     35     0.07777
1968     36     0.06627
1968     37     0.05775
1968     38     0.04743
1968     39     0.03835
1968     40     0.03088
1968     41     0.02242
1968     42     0.01642
1968     43     0.01046
1968     44     0.00619
1968     45     0.00342
1968     46     0.00152
1968     47     0.00079
1968     48     0.00038
1968     49     0.00018
1968     50     0.00013
1968     51     0.00008
1968     52     0.00004
1968     53     0.00001
1968     54     0.00000
1968     55+    0.00000
1969     12-    0.00000
1969     13     0.00022
1969     14     0.00106
1969     15     0.00372
1969     16     0.00999
1969     17     0.02033
1969     18     0.03688
1969     19     0.05842
1969     20     0.08592
1969     21     0.11428
1969     22     0.14404
1969     23     0.16227
1969     24     0.16529
1969     25     0.17447
1969     26     0.17273
1969     27     0.16294
1969     28     0.15134
1969     29     0.14238
1969     30     0.13096
1969     31     0.12087
1969     32     0.10617
1969     33     0.09675
1969     34     0.08685
1969     35     0.07871
1969     36     0.06787
1969     37     0.05833
1969     38     0.04845
1969     39     0.03960
1969     40     0.03040
1969     41     0.02347
1969     42     0.01651
1969     43     0.01050
1969     44     0.00655
1969     45     0.00347
1969     46     0.00177
1969     47     0.00075
1969     48     0.00031
1969     49     0.00017
1969     50     0.00008
1969     51     0.00004
1969     52     0.00002
1969     53     0.00001
1969     54     0.00000
1969     55+    0.00000
1970     12-    0.00000
1970     13     0.00020
1970     14     0.00111
1970     15     0.00413
1970     16     0.01123
1970     17     0.02172
1970     18     0.03919
1970     19     0.06075
1970     20     0.08636
1970     21     0.11323
1970     22     0.13912
1970     23     0.15991
1970     24     0.17069
1970     25     0.16578
1970     26     0.16607
1970     27     0.16233
1970     28     0.14856
1970     29     0.13537
1970     30     0.12523
1970     31     0.11145
1970     32     0.10098
1970     33     0.08970
1970     34     0.07986
1970     35     0.07169
1970     36     0.06301
1970     37     0.05479
1970     38     0.04514
1970     39     0.03636
1970     40     0.02920
1970     41     0.02127
1970     42     0.01539
1970     43     0.00977
1970     44     0.00598
1970     45     0.00312
1970     46     0.00175
1970     47     0.00076
1970     48     0.00024
1970     49     0.00016
1970     50     0.00006
1970     51     0.00003
1970     52     0.00002
1970     53     0.00001
1970     54     0.00000
1970     55+    0.00000
1971     12-    0.00000
1971     13     0.00027
1971     14     0.00124
1971     15     0.00441
1971     16     0.01205
1971     17     0.02335
1971     18     0.04127
1971     19     0.06214
1971     20     0.08787
1971     21     0.11464
1971     22     0.13846
1971     23     0.15668
1971     24     0.17006
1971     25     0.17364
1971     26     0.16288
1971     27     0.15921
1971     28     0.15031
1971     29     0.13640
1971     30     0.12198
1971     31     0.11185
1971     32     0.09805
1971     33     0.08818
1971     34     0.07568
1971     35     0.06811
1971     36     0.05996
1971     37     0.05206
1971     38     0.04419
1971     39     0.03586
1971     40     0.02844
1971     41     0.02124
1971     42     0.01423
1971     43     0.00974
1971     44     0.00573
1971     45     0.00306
1971     46     0.00159
1971     47     0.00067
1971     48     0.00033
1971     49     0.00017
1971     50     0.00005
1971     51     0.00002
1971     52     0.00001
1971     53     0.00001
1971     54     0.00000
1971     55+    0.00000
1972     12-    0.00001
1972     13     0.00040
1972     14     0.00138
1972     15     0.00466
1972     16     0.01269
1972     17     0.02576
1972     18     0.04342
1972     19     0.06691
1972     20     0.09195
1972     21     0.11573
1972     22     0.13902
1972     23     0.15397
1972     24     0.16452
1972     25     0.16950
1972     26     0.16825
1972     27     0.15296
1972     28     0.14492
1972     29     0.13335
1972     30     0.12000
1972     31     0.10591
1972     32     0.09381
1972     33     0.08174
1972     34     0.07311
1972     35     0.06393
1972     36     0.05461
1972     37     0.04815
1972     38     0.04138
1972     39     0.03363
1972     40     0.02644
1972     41     0.01969
1972     42     0.01400
1972     43     0.00888
1972     44     0.00542
1972     45     0.00283
1972     46     0.00140
1972     47     0.00064
1972     48     0.00026
1972     49     0.00011
1972     50     0.00006
1972     51     0.00004
1972     52     0.00002
1972     53     0.00001
1972     54     0.00000
1972     55+    0.00000
1973     12-    0.00000
1973     13     0.00019
1973     14     0.00141
1973     15     0.00483
1973     16     0.01292
1973     17     0.02632
1973     18     0.04512
1973     19     0.06927
1973     20     0.09489
1973     21     0.11969
1973     22     0.14021
1973     23     0.15488
1973     24     0.16191
1973     25     0.16615
1973     26     0.16363
1973     27     0.15801
1973     28     0.14056
1973     29     0.12988
1973     30     0.11972
1973     31     0.10490
1973     32     0.09095
1973     33     0.08182
1973     34     0.07051
1973     35     0.06171
1973     36     0.05284
1973     37     0.04575
1973     38     0.03857
1973     39     0.03156
1973     40     0.02566
1973     41     0.01944
1973     42     0.01344
1973     43     0.00880
1973     44     0.00472
1973     45     0.00268
1973     46     0.00131
1973     47     0.00058
1973     48     0.00026
1973     49     0.00008
1973     50     0.00009
1973     51     0.00007
1973     52     0.00004
1973     53     0.00001
1973     54     0.00000
1973     55+    0.00000
1974     12-    0.00000
1974     13     0.00020
1974     14     0.00148
1974     15     0.00554
1974     16     0.01392
1974     17     0.02857
1974     18     0.04820
1974     19     0.07266
1974     20     0.09770
1974     21     0.12151
1974     22     0.14153
1974     23     0.15431
1974     24     0.16267
1974     25     0.16250
1974     26     0.16160
1974     27     0.15510
1974     28     0.14408
1974     29     0.12721
1974     30     0.11601
1974     31     0.10402
1974     32     0.09098
1974     33     0.07796
1974     34     0.06902
1974     35     0.05946
1974     36     0.05127
1974     37     0.04390
1974     38     0.03710
1974     39     0.03010
1974     40     0.02465
1974     41     0.01914
1974     42     0.01323
1974     43     0.00872
1974     44     0.00523
1974     45     0.00261
1974     46     0.00128
1974     47     0.00060
1974     48     0.00022
1974     49     0.00010
1974     50     0.00010
1974     51     0.00007
1974     52     0.00003
1974     53     0.00001
1974     54     0.00000
1974     55+    0.00000
1975     12-    0.00000
1975     13     0.00012
1975     14     0.00133
1975     15     0.00521
1975     16     0.01457
1975     17     0.02804
1975     18     0.04741
1975     19     0.07062
1975     20     0.09733
1975     21     0.11971
1975     22     0.13798
1975     23     0.14847
1975     24     0.15379
1975     25     0.15620
1975     26     0.15174
1975     27     0.14443
1975     28     0.13455
1975     29     0.12313
1975     30     0.10680
1975     31     0.09610
1975     32     0.08513
1975     33     0.07253
1975     34     0.06300
1975     35     0.05548
1975     36     0.04704
1975     37     0.03991
1975     38     0.03316
1975     39     0.02743
1975     40     0.02205
1975     41     0.01700
1975     42     0.01192
1975     43     0.00769
1975     44     0.00489
1975     45     0.00268
1975     46     0.00119
1975     47     0.00047
1975     48     0.00016
1975     49     0.00007
1975     50     0.00007
1975     51     0.00005
1975     52     0.00002
1975     53     0.00001
1975     54     0.00000
1975     55+    0.00000
1976     12-    0.00000
1976     13     0.00000
1976     14     0.00045
1976     15     0.00327
1976     16     0.01413
1976     17     0.02737
1976     18     0.04594
1976     19     0.07102
1976     20     0.09654
1976     21     0.11713
1976     22     0.13240
1976     23     0.14188
1976     24     0.14745
1976     25     0.14853
1976     26     0.14578
1976     27     0.13700
1976     28     0.12859
1976     29     0.11664
1976     30     0.10503
1976     31     0.08984
1976     32     0.08017
1976     33     0.07056
1976     34     0.06041
1976     35     0.05056
1976     36     0.04379
1976     37     0.03659
1976     38     0.03029
1976     39     0.02509
1976     40     0.01941
1976     41     0.01511
1976     42     0.01110
1976     43     0.00718
1976     44     0.00416
1976     45     0.00246
1976     46     0.00129
1976     47     0.00043
1976     48     0.00015
1976     49     0.00007
1976     50     0.00011
1976     51     0.00009
1976     52     0.00004
1976     53     0.00002
1976     54     0.00000
1976     55+    0.00000
1977     12-    0.00000
1977     13     0.00001
1977     14     0.00007
1977     15     0.00100
1977     16     0.01117
1977     17     0.02275
1977     18     0.03979
1977     19     0.06680
1977     20     0.08953
1977     21     0.11086
1977     22     0.12692
1977     23     0.13624
1977     24     0.14010
1977     25     0.14276
1977     26     0.13838
1977     27     0.13089
1977     28     0.11993
1977     29     0.11020
1977     30     0.09869
1977     31     0.08903
1977     32     0.07424
1977     33     0.06430
1977     34     0.05529
1977     35     0.04799
1977     36     0.03877
1977     37     0.03329
1977     38     0.02679
1977     39     0.02202
1977     40     0.01663
1977     41     0.01305
1977     42     0.00911
1977     43     0.00616
1977     44     0.00383
1977     45     0.00217
1977     46     0.00111
1977     47     0.00055
1977     48     0.00018
1977     49     0.00008
1977     50     0.00009
1977     51     0.00006
1977     52     0.00003
1977     53     0.00001
1977     54     0.00000
1977     55+    0.00000
1978     12-    0.00000
1978     13     0.00005
1978     14     0.00012
1978     15     0.00087
1978     16     0.01035
1978     17     0.02089
1978     18     0.03469
1978     19     0.06364
1978     20     0.08314
1978     21     0.10364
1978     22     0.11825
1978     23     0.13020
1978     24     0.13635
1978     25     0.13544
1978     26     0.13291
1978     27     0.12512
1978     28     0.11689
1978     29     0.10490
1978     30     0.09468
1978     31     0.08346
1978     32     0.07340
1978     33     0.06055
1978     34     0.05208
1978     35     0.04487
1978     36     0.03699
1978     37     0.02969
1978     38     0.02529
1978     39     0.01976
1978     40     0.01548
1978     41     0.01140
1978     42     0.00799
1978     43     0.00546
1978     44     0.00339
1978     45     0.00178
1978     46     0.00093
1978     47     0.00052
1978     48     0.00019
1978     49     0.00006
1978     50     0.00007
1978     51     0.00005
1978     52     0.00003
1978     53     0.00001
1978     54     0.00000
1978     55+    0.00000
1979     12-    0.00000
1979     13     0.00009
1979     14     0.00017
1979     15     0.00069
1979     16     0.00945
1979     17     0.01818
1979     18     0.03121
1979     19     0.06003
1979     20     0.07742
1979     21     0.09634
1979     22     0.11238
1979     23     0.12200
1979     24     0.12809
1979     25     0.13003
1979     26     0.12764
1979     27     0.11909
1979     28     0.11295
1979     29     0.10316
1979     30     0.08916
1979     31     0.07842
1979     32     0.06754
1979     33     0.05923
1979     34     0.04805
1979     35     0.04173
1979     36     0.03469
1979     37     0.02793
1979     38     0.02199
1979     39     0.01788
1979     40     0.01263
1979     41     0.00997
1979     42     0.00645
1979     43     0.00412
1979     44     0.00271
1979     45     0.00159
1979     46     0.00075
1979     47     0.00051
1979     48     0.00015
1979     49     0.00010
1979     50     0.00006
1979     51     0.00004
1979     52     0.00002
1979     53     0.00001
1979     54     0.00000
1979     55+    0.00000
1980     12-    0.00000
1980     13     0.00007
1980     14     0.00018
1980     15     0.00051
1980     16     0.00757
1980     17     0.01658
1980     18     0.02841
1980     19     0.05547
1980     20     0.07459
1980     21     0.08969
1980     22     0.10536
1980     23     0.11610
1980     24     0.12312
1980     25     0.12569
1980     26     0.12395
1980     27     0.11673
1980     28     0.10727
1980     29     0.09885
1980     30     0.08989
1980     31     0.07640
1980     32     0.06581
1980     33     0.05591
1980     34     0.04805
1980     35     0.03932
1980     36     0.03250
1980     37     0.02609
1980     38     0.02068
1980     39     0.01638
1980     40     0.01242
1980     41     0.00862
1980     42     0.00585
1980     43     0.00368
1980     44     0.00213
1980     45     0.00121
1980     46     0.00066
1980     47     0.00034
1980     48     0.00015
1980     49     0.00010
1980     50     0.00006
1980     51     0.00004
1980     52     0.00002
1980     53     0.00001
1980     54     0.00000
1980     55+    0.00000
1981     12-    0.00000
1981     13     0.00000
1981     14     0.00006
1981     15     0.00045
1981     16     0.00645
1981     17     0.01372
1981     18     0.02496
1981     19     0.04923
1981     20     0.06595
1981     21     0.08391
1981     22     0.09747
1981     23     0.10863
1981     24     0.11449
1981     25     0.11781
1981     26     0.11734
1981     27     0.11330
1981     28     0.10376
1981     29     0.09528
1981     30     0.08600
1981     31     0.07524
1981     32     0.06393
1981     33     0.05373
1981     34     0.04550
1981     35     0.03768
1981     36     0.03145
1981     37     0.02517
1981     38     0.01961
1981     39     0.01534
1981     40     0.01103
